47.3740506,8.5410752,parking
47.3734628,8.5534720,restaurant
47.3746728,8.5519460,drinking_water
47.3741545,8.5519801,recycling
47.3727818,8.5504979,fountain
47.3707349,8.5479863,restaurant
47.3731180,8.5417898,restaurant
47.3728653,8.5438404,fast_food
47.3727781,8.5433607,fountain
47.3726128,8.5434605,pub
47.3731578,8.5475351,theatre
47.3722025,8.5437535,restaurant
47.3754751,8.5494017,drinking_water
47.3735998,8.5447955,restaurant
47.3747949,8.5516458,post_box
47.3723177,8.5437473,cinema
47.3721707,8.5533604,bicycle_parking
47.3713220,8.5508799,bicycle_parking
47.3728004,8.5517420,bicycle_parking
47.3728110,8.5518084,parking
47.3735537,8.5446241,restaurant
47.3732454,8.5426852,ferry_terminal
47.3725811,8.5456297,restaurant
47.3749033,8.5519314,fast_food
47.3772479,8.5527425,bicycle_parking
47.3760445,8.5447563,pub
47.3765801,8.5441952,cafe
47.3755965,8.5441089,pub
47.3745243,8.5439506,fast_food
47.3759081,8.5441559,restaurant
47.3759255,8.5444648,nightclub;pub
47.3738276,8.5437708,pub
47.3731524,8.5436276,restaurant
47.3724605,8.5456929,fountain
47.3759249,8.5466398,cafe
47.3763026,8.5465369,restaurant
47.3773953,8.5478673,cafe
47.3772558,8.5470004,restaurant
47.3783140,8.5488050,restaurant
47.3772847,8.5477527,bicycle_parking
47.3772557,8.5471347,bicycle_parking
47.3770406,8.5478042,bicycle_parking
47.3756631,8.5483363,bicycle_parking
47.3787900,8.5486711,bicycle_parking
47.3785332,8.5490302,bicycle_parking
47.3773545,8.5495379,bicycle_parking
47.3771812,8.5497967,bicycle_parking
47.3751690,8.5507739,bicycle_parking
47.3734718,8.5522759,bicycle_parking
47.3751314,8.5532461,bicycle_parking
47.3773487,8.5519412,bicycle_parking
47.3720795,8.5426076,cafe
47.3757502,8.5441384,restaurant
47.3758264,8.5438660,restaurant
47.3745700,8.5487500,car_sharing
47.3722117,8.5439735,restaurant
47.3721619,8.5432079,pub
47.3723223,8.5429609,cafe
47.3724275,8.5455328,restaurant
47.3731698,8.5448295,restaurant
47.3705422,8.5486966,drinking_water
47.3726451,8.5457546,theatre
47.3714972,8.5506022,theatre
47.3701605,8.5467318,theatre
47.3766549,8.5432439,bench
47.3715334,8.5457722,restaurant
47.3727200,8.5438402,restaurant
47.3708655,8.5438060,restaurant
47.3764648,8.5441241,restaurant
47.3764199,8.5441261,restaurant
47.3763232,8.5440518,cafe
47.3760133,8.5441095,restaurant
47.3760644,8.5440933,restaurant
47.3759892,8.5439493,fast_food
47.3756656,8.5441177,restaurant
47.3754968,8.5440790,pub
47.3754161,8.5440085,fast_food
47.3753537,8.5439974,stripclub
47.3753239,8.5438222,fast_food
47.3751530,8.5439250,pub
47.3748977,8.5437335,restaurant
47.3747519,8.5438986,stripclub
47.3746690,8.5439064,pub
47.3746589,8.5437374,restaurant
47.3739626,8.5434685,fast_food
47.3739069,8.5437750,pub
47.3736974,8.5436412,fast_food
47.3734874,8.5436348,restaurant
47.3733175,8.5436474,pharmacy
47.3729948,8.5438792,restaurant
47.3728975,8.5438774,fast_food
47.3728808,8.5436730,restaurant
47.3729821,8.5436572,restaurant
47.3726852,8.5436686,restaurant
47.3723302,8.5435067,pub
47.3723596,8.5439346,restaurant
47.3721399,8.5437368,restaurant
47.3716838,8.5439060,pub
47.3716071,8.5439631,arts_centre
47.3714953,8.5443572,cafe
47.3713520,8.5446469,restaurant
47.3712636,8.5443044,cafe
47.3712211,8.5441611,restaurant
47.3708560,8.5445409,restaurant
47.3733356,8.5417950,drinking_water
47.3762867,8.5466749,atm
47.3737349,8.5414449,bench
47.3764040,8.5440156,drinking_water
47.3731918,8.5439158,drinking_water
47.3734574,8.5449046,restaurant
47.3736153,8.5452570,drinking_water
47.3725961,8.5473994,drinking_water
47.3704546,8.5488332,toilets
47.3766113,8.5447233,parking
47.3764415,8.5445463,telephone
47.3760050,8.5442453,drinking_water
47.3733883,8.5529833,post_box
47.3734697,8.5532436,drinking_water
47.3763840,8.5454842,place_of_worship
47.3705119,8.5489248,post_box
47.3704341,8.5487364,telephone
47.3706344,8.5485810,taxi
47.3706752,8.5484952,parking
47.3704077,8.5487779,bicycle_parking
47.3703675,8.5494863,bar
47.3737813,8.5434837,pub
47.3752337,8.5434904,atm
47.3754177,8.5435980,bar
47.3769243,8.5464820,post_box
47.3712147,8.5437410,restaurant
47.3768950,8.5445537,toilets
47.3746906,8.5434991,pub
47.3752173,8.5447395,restaurant
47.3784731,8.5479490,fast_food
47.3782544,8.5479646,restaurant
47.3786854,8.5479520,restaurant
47.3726774,8.5437069,cafe
47.3725018,8.5437077,fountain
47.3725945,8.5429596,atm
47.3740441,8.5434230,waste_disposal
47.3759734,8.5421098,recycling
47.3740086,8.5444869,restaurant
47.3742828,8.5444638,cafe
47.3733385,8.5446244,bar
47.3738289,8.5440912,drinking_water
47.3740392,8.5435439,telephone
47.3740329,8.5436463,waste_basket
47.3735178,8.5430196,restaurant
47.3734009,8.5434614,restaurant
47.3731662,8.5438346,waste_basket
47.3733773,8.5436484,restaurant
47.3734733,8.5438060,waste_basket
47.3733914,8.5440513,cafe
47.3727503,8.5430689,bar
47.3726391,8.5432845,bar
47.3725753,8.5433353,restaurant
47.3728849,8.5434020,waste_basket
47.3731387,8.5431629,bar
47.3731084,8.5428823,bench
47.3730641,8.5428823,bench
47.3731353,8.5432846,bar
47.3731853,8.5446831,restaurant
47.3722957,8.5442770,pub
47.3724834,8.5433829,restaurant
47.3724799,8.5432985,bar
47.3724456,8.5431906,stripclub
47.3724325,8.5437327,bench
47.3725230,8.5436484,waste_disposal
47.3724243,8.5452101,restaurant
47.3730110,8.5448944,drinking_water
47.3719456,8.5426661,post_box
47.3717258,8.5431055,atm
47.3717141,8.5438687,waste_basket
47.3723198,8.5432040,bar
47.3737230,8.5430379,bar
47.3743767,8.5438144,waste_basket
47.3735523,8.5441065,bar
47.3747780,8.5435430,restaurant
47.3745675,8.5437310,cafe
47.3744562,8.5439268,waste_disposal
47.3746263,8.5439159,bar
47.3749804,8.5445108,restaurant
47.3752267,8.5434337,waste_basket
47.3755152,8.5441638,stripclub
47.3755066,8.5444788,bar
47.3738301,8.5446423,fast_food
47.3744425,8.5445630,nightclub
47.3745297,8.5447817,restaurant
47.3746506,8.5447814,bar
47.3747617,8.5447832,restaurant
47.3754711,8.5447223,restaurant
47.3758275,8.5444588,bar
47.3759764,8.5445612,waste_basket
47.3764432,8.5440071,waste_basket
47.3748349,8.5445036,bicycle_parking
47.3748458,8.5445769,waste_disposal
47.3754376,8.5439133,waste_basket
47.3755535,8.5441093,waste_basket
47.3748519,8.5446739,waste_basket
47.3767324,8.5422589,atm
47.3770791,8.5435203,telephone
47.3774797,8.5433224,restaurant
47.3776290,8.5436059,pharmacy
47.3743368,8.5439364,post_box
47.3734321,8.5419198,bench
47.3719547,8.5426233,toilets
47.3718827,8.5426140,police
47.3750816,8.5462749,social_facility
47.3757902,8.5469164,toilets
47.3760747,8.5466029,cafe
47.3759835,8.5467868,atm
47.3766749,8.5465409,bicycle_parking
47.3770325,8.5437776,atm
47.3748858,8.5516081,toilets
47.3719828,8.5426246,toilets
47.3706929,8.5495741,parking_space
47.3727840,8.5467310,cafe
47.3719949,8.5461850,bench
47.3720977,8.5460945,bench
47.3720717,8.5460924,bench
47.3721168,8.5461112,bench
47.3720107,8.5460660,bench
47.3720040,8.5461924,waste_basket
47.3721498,8.5450982,drinking_water
47.3720220,8.5455227,waste_basket
47.3717495,8.5457021,waste_disposal
47.3720160,8.5454573,vending_machine
47.3721020,8.5451058,bench
47.3721751,8.5448918,vending_machine
47.3720978,8.5450815,waste_basket
47.3720933,8.5450522,bench
47.3721764,8.5449532,bench
47.3721657,8.5448759,bench
47.3721885,8.5450276,bench
47.3716470,8.5447268,restaurant
47.3719652,8.5448975,bench
47.3716562,8.5444660,drinking_water
47.3711575,8.5468635,recycling
47.3706648,8.5466474,drinking_water
47.3708462,8.5466744,bench
47.3703233,8.5462386,drinking_water
47.3710924,8.5437160,stripclub
